Contig,SCQ,WFS,PL,XHBW,SSG,XXZ,DK,LMW,ZGE,BC,FJC,TGDQ,LK,LJ,KL,HHKSD,HHK
WatervOTU8321,0,0,0,132.0593,208.7215,1136.721,530.0692,335.6499,86.11539,0,0,0,0,0,0,0,0
WatervOTU8322,0,0,0,30.8727,61.05227,0,40.92187,44.84584,67.12219,0,0,0,0,0,0,0,0
WatervOTU8323,0,0,102.5962,46.18616,31.25186,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8324,30.34992,0,54.41685,92.75742,88.55655,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8325,48.84459,0,65.90447,69.27199,70.78739,39.0506,0,26.28149,0,0,0,0,0,0,0,0,0
WatervOTU8326,24.27493,0,37.27294,46.83801,53.62326,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8327,121.9873,68.09795,91.74388,102.3227,106.3479,44.09815,80.4399,77.10118,208.9523,0,0,0,0,0,0,0,0
WatervOTU8328,0,0,23.47538,45.88676,68.17362,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8329,59.79146,0,54.59006,56.0702,94.37494,0,0,22.8737,0,0,0,0,0,0,0,0,0
WatervOTU8330,283.3648,200.9315,181.0673,228.3351,221.783,101.6017,89.81465,61.55284,80.09902,0,0,0,0,0,0,0,0
WatervOTU8331,0,0,0,139.7834,259.6643,45.97927,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8332,0,0,26.55603,32.04026,46.94459,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8333,99.3188,64.4597,91.49237,90.02549,126.3719,33.2604,35.74403,38.46783,73.20036,0,0,0,0,0,0,0,0
WatervOTU8334,0,0,0,108.4304,64.34538,86.67476,49.42999,55.61694,748.0755,0,191.2964,68.73878,0,0,0,0,0
WatervOTU8335,0,0,0,0,0,0,44.67945,91.18788,51.14747,0,0,67.51872,0,0,0,0,0
WatervOTU8336,0,0,0,0,99.63711,0,0,62.07866,0,0,0,0,0,0,0,0,0
WatervOTU8337,129.1342,111.6568,75.1728,102.6178,113.6796,139.0077,57.91857,35.07876,65.52688,0,0,0,0,0,0,0,0
WatervOTU8338,235.8401,105.4119,145.1323,123.1273,152.1967,35.64056,0,34.9349,0,0,0,0,0,0,0,0,0
WatervOTU8339,0,0,31.41768,80.50104,141.7886,56.29711,0,0,176.8888,0,0,0,0,0,0,0,0
WatervOTU8340,0,0,0,0,35.43093,0,0,44.50618,649.7774,0,0,0,0,0,0,0,0
WatervOTU8341,0,0,23.89598,88.34431,84.32079,0,0,0,0,0,95.50849,0,0,0,0,0,0
WatervOTU8342,64.53965,0,62.24474,77.74459,85.1898,0,0,0,0,0,0,50.70794,0,0,0,0,0
WatervOTU8343,220.764,178.5065,232.542,290.6021,273.5812,113.5882,114.4505,119.9994,52.89977,0,0,0,0,0,0,0,0
WatervOTU8344,40.46958,99.47223,0,75.76184,170.6773,237.5852,180.4949,155.2876,200.0024,0,0,0,0,0,0,0,0
WatervOTU8345,83.30573,59.39728,77.38974,95.04846,80.86824,84.67059,62.91126,62.73217,0,0,0,0,0,0,0,0,0
WatervOTU8346,180.9092,78.20243,134.799,138.9177,176.2852,0,58.11145,44.68072,0,0,0,0,0,0,0,0,0
WatervOTU8347,0,0,0,0,0,0,0,45.17616,175.3378,0,0,0,82.24252,134.6898,152.8383,91.32493,260.6198
WatervOTU8348,0,0,0,108.0487,104.9695,34.41368,47.58862,52.14503,83.30997,0,0,88.15379,0,0,0,0,0
WatervOTU8349,0,0,0,0,27.04595,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8350,0,0,104.5276,428.7712,313.2317,0,0,30.04093,59.7874,0,0,0,0,0,0,0,0
WatervOTU8351,0,0,133.8049,139.1255,111.0332,0,0,25.39039,0,0,0,0,0,0,0,0,0
WatervOTU8352,0,0,0,0,0,64.26971,67.939,69.68498,0,0,0,0,0,0,0,0,0
WatervOTU8353,69.02548,42.89828,80.50341,86.27051,82.83879,40.36462,0,25.60474,0,0,0,0,0,0,0,0,0
WatervOTU8354,0,0,0,0,0,65.33898,240.8631,215.8029,261.17,0,0,0,0,0,0,0,0
WatervOTU8355,38.28809,0,31.6212,107.1775,155.3958,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8356,74.58912,62.55472,130.5558,125.9816,140.4462,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8357,1365.249,963.6503,860.2328,1026.066,933.5402,602.7233,377.2839,286.9464,332.0772,0,0,0,0,0,0,0,0
WatervOTU8358,70.33343,73.17783,106.7008,87.77129,119.5809,0,0,43.04198,0,0,0,0,0,0,0,0,0
WatervOTU8359,0,0,37.85421,56.33177,56.04033,0,0,38.36059,0,0,0,0,0,0,0,0,0
WatervOTU8360,0,0,49.55151,76.60427,84.77468,0,0,28.06326,0,0,0,0,136.8764,124.8679,131.6371,89.60263,185.4989
WatervOTU8361,192.918,111.3985,153.7107,165.0462,152.6551,69.11586,36.45495,40.60408,0,0,0,0,0,0,0,0,0
WatervOTU8362,48.28938,0,36.27786,46.25627,45.46759,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8363,63.91016,0,43.19085,0,49.02107,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8364,0,0,95.71458,100.1892,66.2117,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8365,0,0,0,0,19.85324,0,0,33.90052,233.774,0,0,0,0,0,0,0,0
WatervOTU8366,0,0,0,33.49463,24.04457,33.62502,37.63351,35.56495,105.3921,0,0,98.21418,117.6418,95.48378,97.35273,70.25941,92.48026
WatervOTU8367,116.9279,72.45599,120.198,210.3588,329.8006,452.3238,1194.869,1959.075,2350.597,0,0,0,0,0,0,0,42.03744
WatervOTU8368,351.7015,332.3666,283.4405,337.1812,287.6669,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8369,341.6092,153.3431,393.8599,414.6938,462.1154,256.4533,255.0862,287.8886,2396.551,0,0,0,202.055,284.4461,216.6536,153.6811,343.8151
WatervOTU8370,0,0,0,0,0,49.62254,47.5216,41.41321,0,0,0,0,0,0,0,0,0
WatervOTU8371,57.1145,36.0922,60.79942,69.34388,81.4362,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8372,0,0,0,31.44885,21.30047,56.63462,0,28.18931,0,0,0,0,0,0,0,0,0
WatervOTU8373,0,0,0,0,37.0534,0,190.2855,333.704,955.0493,0,0,0,45.89228,0,0,0,56.35145
WatervOTU8374,1239.722,1303.395,546.1784,690.8985,773.5617,290.2341,100.9985,60.16258,0,0,0,0,0,0,0,0,0
WatervOTU8375,0,0,0,0,0,0,0,206.7311,0,0,0,0,0,0,0,0,0
WatervOTU8376,0,0,28.15269,29.56312,29.4992,0,54.7533,92.08785,282.8489,0,0,0,0,0,0,0,0
WatervOTU8377,34.61614,0,41.37615,48.8664,68.45985,40.43013,54.178,80.48825,159.9394,0,0,0,71.89993,94.2442,115.3445,76.77789,167.4096
WatervOTU8378,265.6291,77.77721,170.858,206.4496,244.3759,54.97155,0,22.01359,0,0,0,0,0,0,0,0,0
WatervOTU8379,778.1651,238.3847,173.4617,173.6763,167.3266,40.47516,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8380,0,0,0,61.34097,73.71004,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8381,25.94249,0,27.28458,38.27703,57.11517,50.41302,95.23773,64.57433,150.7819,0,0,0,44.00282,31.86408,60.70175,41.82644,54.09093
WatervOTU8382,0,0,0,66.43686,161.2839,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8383,103.828,59.65664,87.82447,93.89147,108.1714,0,57.41213,44.63303,0,0,0,0,0,0,0,0,0
WatervOTU8384,897.6228,420.3853,772.4936,690.6703,1040.776,192.4661,235.0631,279.5803,781.0792,0,0,26.8476,0,0,0,0,67.48681
WatervOTU8385,25.85326,0,26.22424,37.20476,57.85673,70.9239,83.29866,123.4727,1016.287,0,0,0,0,0,0,0,0
WatervOTU8386,0,0,0,0,0,0,0,42.11788,0,0,0,36.23965,47.49779,0,32.21729,0,0
WatervOTU8387,0,0,0,0,0,0,89.89753,44.42548,0,0,0,0,0,0,0,0,0
WatervOTU8388,0,0,89.98292,177.8127,116.8805,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8389,94.62324,0,156.9534,100.2949,120.5289,0,0,79.59045,0,0,0,0,0,54.95882,0,0,0
WatervOTU8390,70.29699,83.10118,64.49535,75.43453,109.7679,0,0,0,0,0,0,0,0,0,0,0,122.5319
WatervOTU8391,67.73954,0,48.85031,74.99102,73.22062,0,39.58491,48.90725,149.0508,0,0,0,0,0,0,0,0
WatervOTU8392,70.07126,53.32871,81.22852,108.8124,113.5302,71.90289,79.33979,68.98736,105.037,0,0,0,0,0,0,0,0
WatervOTU8393,0,0,0,0,24.66054,0,52.12576,151.2809,147.9407,0,0,0,0,0,0,0,0
WatervOTU8394,105.7781,0,355.076,441.6163,367.4358,0,31.40536,0,0,0,0,0,0,0,0,0,0
WatervOTU8395,0,0,52.50178,49.82227,54.01281,39.76061,40.43715,31.50162,0,0,0,0,0,0,0,0,0
WatervOTU8396,47.19507,0,31.92561,37.10853,36.87753,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8397,255.6286,147.155,222.6726,284.5596,323.9408,105.2108,200.8654,189.8825,465.0296,0,0,0,0,0,0,0,0
WatervOTU8398,116.537,103.5264,125.8935,161.5329,206.0117,184.989,204.3518,223.8433,1185.813,0,0,0,69.95424,81.34165,91.26667,61.37939,110.9521
WatervOTU8399,0,0,60.96219,62.52884,53.49959,0,56.50429,41.93554,43.27043,0,0,0,0,0,0,0,0
WatervOTU8400,996.9923,446.3743,380.4349,460.1931,375.8714,185.543,95.35464,76.10602,0,0,0,0,0,0,0,0,0
WatervOTU8401,0,0,118.2322,110.2095,99.44761,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8402,386.6119,227.5855,320.3915,411.3183,526.4934,236.528,210.9384,248.8353,396.9209,0,0,57.34274,687.8798,755.7585,841.9092,433.4223,1574.239
WatervOTU8403,0,0,0,90.81234,81.26485,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8404,148.0646,137.0704,49.30395,55.05876,60.79716,92.20545,0,33.27875,0,0,0,0,0,0,0,0,0
WatervOTU8405,67.99772,0,0,0,44.30857,0,0,133.1685,10232.25,0,0,0,224.1494,154.5844,257.4215,182.6055,247.8038
WatervOTU8406,0,0,0,0,0,0,0,129.9053,0,0,0,56.35379,37.70095,78.85947,44.43466,0,0
WatervOTU8407,93.86757,0,52.06474,56.01153,65.96284,37.58113,0,30.17235,69.15203,0,0,0,0,0,0,0,0
WatervOTU8408,0,0,29.04363,52.46116,50.41209,60.18892,69.62933,53.33904,0,0,0,0,0,0,0,0,0
WatervOTU8409,185.9451,79.65103,138.3066,160.4475,148.1651,0,0,0,0,0,80.38175,0,0,0,0,0,0
WatervOTU8410,0,0,0,0,31.47641,0,56.41128,156.6795,149.3179,0,0,0,0,0,0,0,0
WatervOTU8411,0,0,0,128.7312,259.2264,44.02912,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8412,106.5186,0,183.8947,108.2975,112.2581,0,0,88.16553,0,0,0,0,0,45.87264,0,0,0
WatervOTU8413,93.92274,63.32751,95.68527,123.6426,173.3683,81.71348,97.86557,115.9342,2376.009,0,0,69.8442,225.931,286.5787,247.3979,159.5993,435.6747
WatervOTU8414,31.3377,43.07861,43.64436,51.86739,48.86595,0,0,23.68364,0,0,0,0,0,0,0,0,0
WatervOTU8415,27.89829,0,106.7255,156.4395,157.6194,54.70433,89.26961,105.2657,95.82492,0,0,0,0,0,0,0,0
WatervOTU8416,0,0,62.41923,218.7295,525.8686,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8417,33.41731,0,43.51739,53.387,64.80474,71.77978,47.97383,74.3095,203.3024,0,0,0,0,0,55.94337,0,65.34063
WatervOTU8418,0,0,0,32.21998,50.28624,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8419,685.266,577.0637,514.9082,705.3549,717.5241,352.2365,298.949,314.2487,1132.53,0,0,0,1417.415,1182.109,1575.555,1034.637,2141.393
WatervOTU8420,25.9311,0,64.42961,61.98936,43.11627,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8421,29.82603,0,32.51033,41.20326,47.08766,0,40.73117,60.05054,151.432,0,0,0,78.25334,103.3145,138.0136,81.26719,190.3883
WatervOTU8422,253.7407,202.2165,281.6471,345.2658,300.7985,231.1939,235.5851,171.5077,233.6348,0,0,0,259.4244,234.0907,272.6729,193.7347,309.2144
WatervOTU8423,410.3232,230.2635,246.322,276.3301,263.2575,140.049,89.05542,73.76721,98.1618,0,0,0,0,0,0,0,0
WatervOTU8424,90.88828,60.02818,59.1556,57.20037,71.73395,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8425,25.38215,0,47.88243,57.58408,53.41255,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8426,0,0,0,27.38316,28.20131,41.40932,0,0,53.66163,0,0,0,0,0,0,0,0
WatervOTU8427,122.8117,57.72664,82.42686,121.8679,100.6611,0,0,40.55309,0,0,0,0,0,0,0,0,0
WatervOTU8428,175.3806,127.1136,178.7834,187.477,195.1226,132.9012,90.14349,76.26797,196.4644,0,0,0,0,0,0,0,0
WatervOTU8429,59.54894,41.65151,28.73018,47.794,56.86885,73.75227,71.56059,78.49678,662.9814,0,0,0,37.99858,37.96307,0,0,70.74049
WatervOTU8430,0,0,97.02891,740.2326,636.4824,143.3552,228.5647,95.18386,169.911,0,63.76689,108.318,149.808,95.94859,110.1001,69.52834,145.6953
WatervOTU8431,82.2296,70.60886,0,43.88501,30.07632,38.47009,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8432,1246.824,758.2666,659.4957,823.7815,714.4954,357.4173,187.1024,118.7326,60.08086,0,0,0,0,0,0,0,0
WatervOTU8433,0,0,0,38.9651,88.97849,44.90125,111.324,172.569,139.7545,0,292.7657,0,0,0,0,0,0
WatervOTU8434,64.16053,0,40.11023,60.09655,58.81783,0,46.13039,52.98128,117.9821,0,0,0,0,0,0,0,0
WatervOTU8435,0,0,0,0,32.13498,136.5757,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8436,365.6068,327.0397,467.5463,545.3096,583.533,284.4796,330.1087,323.486,387.3084,0,0,0,0,75.88746,63.74626,61.6359,120.9176
WatervOTU8437,73.79647,186.618,58.83745,139.4792,164.4879,243.6701,296.3096,262.1048,209.4803,0,0,0,0,0,0,0,0
WatervOTU8438,110.7972,73.7795,55.1824,88.93246,132.7916,205.5001,678.7897,614.4847,1047.57,0,0,0,0,0,0,0,0
WatervOTU8439,0,0,0,0,0,0,0,60.61883,0,0,0,0,0,0,0,0,0
WatervOTU8440,0,0,0,42.12061,52.14202,0,51.94224,126.767,0,0,0,0,0,0,0,0,0
WatervOTU8441,0,0,0,0,201.9226,353.5715,1074.435,423.1169,0,0,0,43.10844,72.39385,330.4496,97.54132,101.5057,122.4728
WatervOTU8442,0,0,0,37.70121,46.00762,0,0,23.94087,1716.36,0,0,56.69012,0,0,0,0,0
WatervOTU8443,0,0,0,28.06491,36.2552,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8444,407.9703,504.3323,426.3905,381.1846,415.7321,333.9722,263.1008,124.4643,110.2749,0,107.8196,91.38831,0,0,0,0,0
WatervOTU8445,99.50625,0,57.46558,72.34161,69.05657,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8446,807.6485,464.0495,451.9299,549.0895,574.5858,436.6413,243.3089,211.7778,196.732,0,0,0,0,36.07665,39.59263,29.24314,55.51436
WatervOTU8447,99.57866,73.36165,87.31415,114.0125,113.9908,69.44537,76.22504,47.99579,0,0,0,0,0,0,0,0,0
WatervOTU8448,0,0,0,0,76.00346,79.00828,0,0,105.1481,0,0,0,0,0,0,0,0
WatervOTU8449,89.65108,57.49281,63.72815,100.1541,85.49932,50.39705,0,29.5094,0,0,0,0,0,0,0,0,0
WatervOTU8450,0,0,0,0,0,0,0,394.7206,0,0,0,0,0,0,0,0,0
WatervOTU8451,36.42855,0,75.27821,177.3052,180.0276,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8452,0,0,0,122.8602,157.4154,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8453,0,0,0,33.52101,30.42593,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8454,69.76035,52.87693,55.66273,54.43306,116.1709,0,72.63933,79.58213,195.2058,0,0,0,0,0,0,0,0
WatervOTU8455,709.6642,237.1941,356.9021,369.7127,386.1989,126.0177,95.80823,108.3928,89.86123,0,0,0,0,0,0,0,0
WatervOTU8456,79.16195,0,0,0,35.32645,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8457,0,0,0,0,0,36.06503,169.6103,190.837,197.9547,0,0,0,0,0,0,0,0
WatervOTU8458,113.353,0,101.4839,163.923,127.5047,0,0,73.42381,183.3018,0,0,0,0,0,0,0,0
WatervOTU8459,106.2332,66.42734,83.23056,89.43879,86.74826,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8460,78.68256,68.22606,35.40093,62.90723,40.90987,0,0,0,223.5728,0,0,0,0,0,0,0,0
WatervOTU8461,0,0,129.7846,141.0817,197.796,223.3816,226.2378,195.1958,412.546,0,0,0,0,162.4654,160.5005,0,266.5119
WatervOTU8462,121.6597,76.3782,198.5071,79.21126,94.98891,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8463,22.71388,0,214.1644,303.7645,303.1663,78.52219,100.4743,105.3785,186.2963,0,0,0,0,0,0,0,0
WatervOTU8464,39.51989,0,34.41835,37.78718,44.50215,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8465,0,84.63188,327.5838,294.3827,361.0147,101.8412,134.8367,126.9224,42.7247,0,0,0,0,0,0,0,0
WatervOTU8466,0,0,0,0,0,0,0,31.39358,301.2847,0,0,0,0,0,0,0,0
WatervOTU8467,25.0379,0,24.99619,36.45811,55.57467,0,0,57.99217,142.7181,0,0,0,0,0,0,0,0
WatervOTU8468,378.4161,232.6574,106.1516,135.3584,160.6664,88.21573,70.36986,78.47541,58.01529,0,0,0,0,0,0,0,0
WatervOTU8469,81.75877,45.05881,80.26744,97.47836,97.17236,0,0,46.04719,116.883,0,0,0,0,0,0,0,0
WatervOTU8470,49.38855,0,60.89389,38.93078,47.0805,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8471,144.2837,63.07195,118.3079,129.4972,154.2495,0,82.19259,65.32308,0,0,0,0,0,0,0,0,0
WatervOTU8472,0,0,0,140.3331,266.6563,45.29263,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8473,87.99935,90.35721,174.3023,253.4869,251.6769,224.816,292.3489,260.133,111.9269,0,0,0,70.11669,76.4427,85.29363,52.59031,125.9143
WatervOTU8474,0,0,23.04751,29.60782,25.37885,66.26075,109.8185,100.891,337.5658,0,0,0,0,0,0,0,0
WatervOTU8475,70.57972,0,66.22821,96.1516,126.1085,72.12267,0,48.82318,55.38207,0,0,0,278.8711,222.68,231.708,122.9013,391.1834
WatervOTU8476,0,31.93983,30.78926,33.03748,41.86821,29.64458,0,0,0,0,0,0,632.2055,438.6322,627.5657,449.5003,480.8996
WatervOTU8477,89.15915,58.9159,93.08223,113.0922,126.5824,54.86748,53.24849,52.47147,90.53667,0,0,0,0,0,0,0,0
WatervOTU8478,55.08159,57.20241,124.4963,234.1329,158.4849,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8479,0,0,0,0,0,0,0,40.13218,0,0,31.93342,0,0,0,0,0,0
WatervOTU8480,241.2145,73.33943,230.8462,171.9077,165.2323,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8481,54.68029,0,65.11722,76.43791,99.61092,61.33691,63.92852,116.0263,249.7196,0,0,0,85.02517,106.2518,136.6299,87.9855,222.1866
WatervOTU8482,57.41244,0,48.74638,68.9151,71.58734,53.34285,43.26682,43.37661,77.09785,0,0,0,0,0,0,0,0
WatervOTU8483,252.3367,171.9385,180.2717,214.6004,177.8047,91.19494,54.55694,38.22338,38.86792,0,0,0,0,0,0,0,0
WatervOTU8484,327.0328,172.1483,392.2815,413.1531,528.1685,239.6086,240.0655,260.8521,2045.628,0,0,0,205.7975,289.435,237.879,149.909,357.4601
WatervOTU8485,65.50362,0,84.95758,70.01927,74.21674,44.57266,44.33449,0,0,0,0,0,0,0,0,0,0
WatervOTU8486,124.8003,47.0132,137.9178,220.8032,222.4237,104.0161,280.1951,433.8746,820.4168,0,0,0,202.434,235.7661,226.0976,140.9698,382.4076
WatervOTU8487,1389.265,1038.352,1450.792,1900.545,1924.033,818.2329,446.568,288.6599,379.4841,0,0,0,0,0,0,0,0
WatervOTU8488,96.05149,61.96087,92.83569,52.46102,35.27067,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8489,0,0,0,0,0,0,0,26.74133,2576.102,0,0,189.1502,0,0,0,0,0
WatervOTU8490,42.81746,47.89817,133.8853,117.2621,138.4724,83.96731,117.0924,82.73046,132.4558,0,0,63.09504,0,24.8238,0,0,0
WatervOTU8491,25.31578,0,0,0,36.25393,0,0,32.47742,0,0,0,182.0081,0,52.6618,62.35236,46.73016,61.29672
WatervOTU8492,0,0,0,0,0,0,0,69.63832,0,0,0,0,0,0,0,0,0
WatervOTU8493,82.54712,68.93121,63.94068,80.62179,93.35423,49.75394,54.46864,40.52248,0,0,0,0,0,0,0,0,0
WatervOTU8494,542.6386,445.6798,334.9435,502.9104,455.399,225.9689,148.7061,149.4587,658.0832,0,0,0,234.9664,0,298.6387,199.1721,387.4711
WatervOTU8495,0,0,90.43198,104.2205,69.91139,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8496,0,0,94.15042,205.4537,149.8789,66.26134,0,0,67.3224,0,0,0,0,0,0,0,0
WatervOTU8497,0,0,0,0,69.47192,93.92768,83.82384,94.10478,73.61818,0,0,0,0,0,0,0,0
WatervOTU8498,30.79258,0,0,0,21.92993,0,0,41.19338,2894.803,0,0,49.8798,1671.413,1905.167,2080.309,1193.003,3067.38
WatervOTU8499,83.4534,36.0169,77.27183,77.02407,71.0596,34.62744,0,36.42069,153.6037,0,0,0,0,0,0,0,0
WatervOTU8500,54.5724,34.20099,66.8227,92.88428,158.6555,175.0577,435.4126,736.2838,740.7705,0,0,0,149.2422,257.8419,249.2451,169.5226,496.7819
WatervOTU8501,328.8152,202.8447,174.153,219.5007,241.1105,68.66925,76.9195,58.7431,0,0,0,0,0,0,0,0,0
WatervOTU8502,164.7861,154.1202,92.98641,102.8486,93.01207,63.55322,0,29.23029,685.5338,0,0,0,0,0,0,0,0
WatervOTU8503,0,0,0,0,0,0,83.84785,144.2741,355.0808,0,0,0,113.8867,92.54209,158.5671,150.1018,158.6537
WatervOTU8504,54.36339,223.322,256.0877,292.8381,238.5167,260.5651,164.5704,110.5242,39.4168,0,0,0,0,0,0,0,0
WatervOTU8505,43.06109,0,25.65406,44.20405,58.82016,0,0,0,41.18958,0,0,0,0,0,0,0,0
WatervOTU8506,82.35513,0,76.46081,60.32807,80.40718,165.0747,243.0198,245.199,0,0,175.4783,254.8515,0,43.31015,31.12332,0,0
WatervOTU8507,674.2135,503.8293,402.0823,502.9159,469.8273,281.2831,149.381,117.5504,102.5604,0,0,0,0,0,0,0,0
WatervOTU8508,0,0,70.74883,74.90648,90.6412,0,0,24.50965,60.50442,0,0,0,0,0,0,0,0
WatervOTU8509,100.0141,0,45.77126,37.34852,49.00599,0,0,0,77.89206,0,0,0,0,0,0,0,0
WatervOTU8510,936.6808,455.5455,545.8197,667.7091,628.9998,258.9786,231.1282,167.2132,122.1011,0,0,0,0,0,0,0,0
WatervOTU8511,29.78258,0,40.52203,59.206,97.71979,132.3715,278.2513,476.0588,1240.258,0,0,0,270.5971,409.4287,457.2843,301.2143,812.8029
WatervOTU8512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8513,131.1272,54.40688,97.38122,150.211,134.3036,79.63136,59.77996,71.25382,216.333,0,0,32.06801,544.2715,406.3637,547.738,360.5452,735.033
WatervOTU8514,103.0015,57.81009,106.6816,80.1242,71.75652,54.88152,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8515,73.73582,49.35379,50.7968,90.8797,86.45163,62.86708,51.43894,45.02203,109.6653,0,0,0,0,0,0,0,0
WatervOTU8516,0,0,0,0,16.21619,0,0,36.53023,55.10358,0,0,0,0,0,0,0,0
WatervOTU8517,48.12924,33.7983,51.48312,94.37968,104.8296,92.96973,46.86711,24.2919,120.9914,0,0,0,0,0,0,0,0
WatervOTU8518,373.0816,274.2886,728.1171,1105.485,856.8496,378.9663,399.0127,353.5139,319.3749,0,0,0,0,0,0,0,0
WatervOTU8519,0,0,83.52082,99.99316,113.3877,49.63049,85.95948,71.3243,68.87848,0,0,0,0,0,0,0,0
WatervOTU8520,84.51323,111.8495,81.89368,113.1166,110.975,68.45295,60.14498,58.51069,101.1259,0,0,0,0,0,0,0,0
WatervOTU8521,210.3043,0,39.8261,60.55324,78.91429,0,0,28.22402,55.27135,0,0,0,0,0,0,0,0
WatervOTU8522,0,0,0,0,0,0,47.60085,146.5509,48.27014,0,0,0,0,0,0,0,0
WatervOTU8523,0,0,0,0,0,69.25833,120.6447,141.2238,99.68092,0,0,0,0,0,0,0,0
WatervOTU8524,64.10865,0,85.7567,46.21227,64.09989,0,0,27.9109,79.91114,0,0,0,0,0,0,0,0
WatervOTU8525,804.0092,312.4506,455.0958,451.8589,543.4709,197.2997,153.0865,144.1682,129.3339,0,0,0,0,0,0,0,0
WatervOTU8526,0,0,0,0,29.94096,0,0,27.69235,76.18473,0,0,0,0,0,0,0,0
WatervOTU8527,164.5953,66.94618,159.7741,141.7325,138.2509,0,0,0,0,0,100.2996,0,0,0,0,0,0
WatervOTU8528,66.87788,0,74.64057,49.51609,64.34569,0,0,31.9213,80.93888,0,0,0,0,0,0,0,0
WatervOTU8529,56.23622,0,36.02487,43.91521,50.73828,0,0,0,1517.556,0,0,176.8383,388.5334,433.3671,364.5825,231.5229,589.6274
WatervOTU8530,0,0,0,72.7225,50.28432,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8531,0,0,0,0,0,0,161.3853,0,0,0,0,0,54.65406,53.73443,86.82981,54.45104,122.1547
WatervOTU8532,65.77418,0,46.69783,54.38613,71.05115,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8533,41.50704,49.49052,65.8873,64.98917,54.3157,53.49931,84.87496,111.3858,0,0,0,0,0,0,0,0,0
WatervOTU8534,0,0,35.64929,112.893,141.3813,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8535,104.6824,37.43575,60.31906,74.65311,73.68199,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8536,123.7346,60.51526,82.89809,106.486,126.1596,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8537,0,0,0,64.56869,78.25091,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8538,0,0,109.973,145.6603,155.7992,121.8984,306.8842,235.5305,139.4469,0,0,0,0,0,0,0,0
WatervOTU8539,0,0,0,67.08803,79.5134,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8540,46.86423,0,39.71194,69.1625,91.03283,50.57482,76.3307,128.4832,4149.622,0,0,42.98146,875.7983,948.3036,1050.676,597.2859,1557.286
WatervOTU8541,156.1747,58.27081,98.67531,81.15884,82.27567,0,0,0,0,0,0,0,0,0,0,0,0
WatervOTU8542,0,0,0,0,0,0,53.44935,155.0788,92.92784,0,0,145.613,0,0,0,0,0
WatervOTU8543,64.02591,0,52.24781,58.09177,65.18423,0,0,0,0,0,0,0,0,0,0,0,0
